Edge-to-Cloud Latency (s),Edge-to-Client Latency (s),Total Network Latency (s),Fetch Latency (s),Processing Latency (s),Queueing Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps)
0.43212527421172425,-0.8150321894790433,-0.38290691526731907,0.23461484733993676,0.4699668416388639,0.24253024986360516,0.9471119388424057,59472.054657334054,30000
0.25430515115516733,-0.07893520206735746,0.17536994908780987,0.028296985597697326,-0.255493371661339,0.22817952860532026,0.0009831425416785833,190268.4647598731,30000
-0.13347718078452595,0.24999666021137848,0.11651947942685253,0.2579434892434101,0.24255616588170828,0.2110748589466908,0.7115745140718093,40520.07654135246,30000
0.1282836129788001,0.0017992117897368373,0.13008282476853691,-0.05010999236747651,-0.13037575175470084,0.10856389591672504,-0.07192184820545232,576923.4628239954,30000
0.09186565276470818,0.08384838803346191,0.1757140407981701,-0.0527235771170798,-0.877605893391048,0.17347070928899372,-0.756858761219134,-57738.51300876341,300
0.3603199821205067,-0.25343077790808566,0.10688920421242104,-0.055173992969791655,-0.250989628964756,0.06292638107314946,-0.2432372408613982,-246093.98730386278,300
0.2875126404907168,1.300688248629852,1.5882008891205688,0.07492236147591243,0.4632702874814179,0.17935160628007163,0.717544255237402,14552.532868650213,8000
0.5059052948551442,-0.3624793546966925,0.14342594015845173,0.018082809280142553,-0.03228413401175925,0.18025230292696137,0.16605097819534467,108423.0519629264,30000
0.24359136728567574,-1.225499003746294,-0.9819076364606183,-0.09712930499277561,0.5685219887441122,0.011446192158471988,0.48283887590980856,-67234.08606655085,300
0.20867385784582262,-0.8948051630188324,-0.6861313051730098,0.08234557531629592,-0.25294765692342397,0.12259870092547934,-0.048003380681648694,-45706.09814047527,300
0.1559835359504805,0.9631056467751302,1.1190891827256106,-0.03352825283891729,-0.11568062401433807,0.13963743967029263,-0.009571437182962717,30242.35721762976,30000
0.05294676668884077,-0.043353542024659956,0.009593224664180812,-0.03786330792391454,-0.1792362202277999,0.11535835909291198,-0.10174116905880246,-364136.5222028594,300
0.42427569798605896,-0.22145462864064352,0.20282106934541544,0.15232659578418456,0.2974231190624804,0.10595019357883356,0.5556999084254985,44236.6565768653,30000
0.19279679708398575,0.022907642337175703,0.21570443942116146,-0.08711970695881327,0.1907834344153274,0.2925891863367856,0.39625291379329974,54831.324149872264,30000
0.27953423929474036,1.0845613838867474,1.3640956231814878,-0.15032900028499166,0.8920754184388859,0.2591346534042638,1.0008810715581582,14188.060319847644,8000
0.24042737959594956,-0.12852085062837562,0.11190652896757394,-0.19439733668407336,0.7099186026542907,0.2121608213582324,0.7276820873284497,39965.32509936904,30000
