Total Network Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps),Resolution
0.815955074612439,0.6095641701822584,23538.392850552147,15000,1440p
1.2695234962028188,1.816076024420593,10874.525931097078,8000,1080p
1.3973248818235424,1.2155675683581078,12841.872614262127,8000,1080p
1.3856581754550428,1.3204744622437747,12399.404054537878,8000,1080p
1.2161308159456072,1.5199973833704052,12263.472160547179,8000,1080p
0.9682052974739463,0.7914590210941717,19068.655109915548,15000,1440p
1.4290088703634056,1.1632847419333803,12943.916476448281,8000,1080p
1.243072942452737,0.9120330894657629,15569.736014394366,15000,1440p
0.9897543050913944,1.1288555363030968,15837.947763857324,15000,1440p
1.3586888513483708,1.1088656451365462,13598.253674964015,8000,1080p
2.1823711330044597,1.7107887450430845,8618.816861132314,8000,1080p
1.524089350896785,1.5372639743441239,10960.653160595073,8000,1080p
0.9106748455442957,0.9692424199168301,17848.88761674808,15000,1440p
1.3710355696969865,0.9940186115370064,14187.595475082355,8000,1080p
1.9560656219438928,1.343452568331948,10169.494473129374,8000,1080p
1.1295134414266952,1.487526213861525,12821.522185266458,8000,1080p
1.3294719118067486,1.8466961237233188,10564.438538718601,8000,1080p
1.00368348171999,1.0859514189535726,16057.557226472543,15000,1440p
1.3499975754602973,1.144415937485439,13451.832194564424,8000,1080p
0.8907063835314499,0.994213394344369,17801.517281448258,15000,1440p
2.2963687775667347,2.0338086843882692,7748.973868810153,4000,720p
0.9634148872616034,0.9049215756497887,17959.523172669225,15000,1440p
0.9411061514253114,1.1961758567021912,15699.580996986646,15000,1440p
1.4224020304341976,1.7597808788271145,10544.469930482113,8000,1080p
0.9546602555785298,1.2148512032657908,15466.353894196136,15000,1440p
1.3533653644615975,1.551241042911807,11552.144178578332,8000,1080p
0.9868718710373698,1.227236099259737,15154.830952303284,15000,1440p
0.9020170634979544,1.0537999897755097,17156.222226327216,15000,1440p
1.3279180615322932,1.2910824330627853,12811.922742759094,8000,1080p
0.8048160337223208,0.8517514786802892,20255.39662511803,15000,1440p
0.9876526250645682,1.1188804042109726,15928.747156430643,15000,1440p
1.1231577415116971,1.1984327115242384,14453.208987020509,8000,1080p
1.2239079854680293,0.8855582655584409,15906.598166086967,15000,1440p
1.3789070862466557,1.4298202680507235,11946.48955465948,8000,1080p
1.7223895341303446,1.4271312640298501,10653.821374858346,8000,1080p
2.2189687504940685,2.519540599744102,7081.221016966751,4000,720p
1.0971389023828062,0.8801795258241687,16969.66534137197,15000,1440p
1.4437956463848975,1.7746097372334766,10425.794143519475,8000,1080p
1.6206623179337232,1.244883159889754,11709.614193764686,8000,1080p
0.8903095067914248,1.0693158195425978,17122.88137384512,15000,1440p
1.0293840305479711,1.0020188062691022,16517.862135397598,15000,1440p
1.4203440565941867,1.230082083084652,12660.013987058666,8000,1080p
1.1879601972316816,0.8608572112546082,16377.463341055234,15000,1440p
0.8655083904946652,0.95790504354501,18401.98792747838,15000,1440p
1.7191826637900243,1.4783998925998465,10493.687468036342,8000,1080p
1.1230498042203874,1.1736776625427312,14609.670709990582,8000,1080p
0.9651469274261395,1.4180944452652315,14079.32590650997,8000,1080p
0.9297381121767432,0.6501331323026267,21238.713038958762,15000,1440p
1.2398747000392774,1.2873363243309506,13277.25768700366,8000,1080p
1.1187086840024105,0.8362692041508055,17163.586454523756,15000,1440p
1.0457691342473447,1.2692795812598243,14494.05007127423,8000,1080p
1.0735074174078478,1.25830581597109,14389.845430020829,8000,1080p
1.8546514678287633,1.2445257983504638,10826.883755948256,8000,1080p
1.1279108074465352,0.7795045216379537,17591.57090139633,15000,1440p
2.1918490610691137,1.6968648808926652,8628.670686708434,8000,1080p
0.7016493672097016,0.8486619864312498,21643.673008777518,15000,1440p
1.2840694741494718,1.2860894321910217,13055.391990441669,8000,1080p
1.0868442050488694,0.9203026224881061,16717.4775355999,15000,1440p
1.1613812705376423,1.0127531101920166,15433.467359427357,15000,1440p
0.7940846136942399,1.0860888252151202,17846.45570754582,15000,1440p
0.7721684649879248,0.962565167883076,19342.699861342455,15000,1440p
0.8456366211177896,1.152884532261789,16789.6306442682,15000,1440p
1.7774262085066932,1.3006898761386683,10900.963796453409,8000,1080p
1.45101047508159,1.1089738948589132,13107.280026393224,8000,1080p
1.0274615812590484,1.2131673120708097,14975.452695396545,8000,1080p
1.145209197811619,0.9831983889597886,15765.040591167452,15000,1440p
0.9071109935309448,0.8345836712789526,19265.392883121913,15000,1440p
1.3498790346195149,1.0358260490751716,14064.78622581255,8000,1080p
2.2319632009352155,1.5725069150659206,8819.738617179346,8000,1080p
1.2420634466936848,1.4454345258238612,12485.37946563267,8000,1080p
1.9731990917957392,1.544225244393723,9539.489351560745,8000,1080p
1.054671333635451,1.3252528327122064,14098.950073478265,8000,1080p
1.0131752358120747,1.3081025937909834,14455.155506197143,8000,1080p
0.8762591283361919,1.1959622283526583,16192.49405556546,15000,1440p
0.9489931354780559,0.6890843643495725,20484.03204581643,15000,1440p
1.4536728682554392,1.5340565117885627,11230.746741696474,8000,1080p
1.1162208134430824,1.4055012547787795,13306.157892197924,8000,1080p
0.9258065723578321,1.0266329472961637,17185.90084979759,15000,1440p
1.0664004871108868,1.3321658890369734,13989.369789252614,8000,1080p
0.9739430794457031,1.3448435029360692,14470.68576942261,8000,1080p
1.4539762441292128,2.145527243421858,9321.96124161247,8000,1080p
1.1020908305905313,1.0363037196885536,15691.412978779226,15000,1440p
1.042241011888043,1.2690049767968896,14517.897343801129,8000,1080p
0.7731908495189876,0.7648875720939032,21815.81350371815,15000,1440p
0.9940376340918388,1.3974503886182559,14030.775684996019,8000,1080p
1.0446079511435082,1.3357037342963751,14096.654738641557,8000,1080p
0.9364065280112805,0.6266585800708582,21467.072501650855,15000,1440p
1.2459810009871606,0.9604562216310764,15207.517193796755,15000,1440p
0.8243100957920196,1.1509264716173866,16987.551037498175,15000,1440p
1.15156096064522,1.1236260691663917,14747.98843362708,8000,1080p
1.2767030671302277,1.4261622739322617,12414.392789102041,8000,1080p
1.4391193670627627,1.785136382471685,10406.876689246796,8000,1080p
1.0501232992212768,0.7587783150754417,18549.616924879356,15000,1440p
1.9185793139252758,1.6516843349221055,9398.306483845434,8000,1080p
1.2989961260922416,1.183990779636679,13513.736992563621,8000,1080p
1.0278726340644946,0.771939871499066,18643.293063181256,15000,1440p
0.9657886081696458,1.0503837651431722,16642.640502441744,15000,1440p
1.0890849535638194,0.9304516779776326,16614.916251550687,15000,1440p
0.9795654717077169,1.0018808926925642,16934.31253192454,15000,1440p
1.551016313375437,1.1269925600707558,12529.619424606504,8000,1080p
1.3486834660014309,1.2164030618973578,13081.208620079722,8000,1080p
1.8636513472792182,1.4009085712732428,10278.39366933059,8000,1080p
0.7626892049624141,0.9350952698593451,19763.65816604766,15000,1440p
0.9392515757604767,0.9390204961550903,17864.52160031284,15000,1440p
1.1477499777659892,1.2819346093106114,13810.200788396462,8000,1080p
1.11305278464737,0.9369795939138963,16367.757090524026,15000,1440p
1.1717485813936204,1.4640874606421095,12730.090743461029,8000,1080p
1.2985084133626648,1.4697231271932234,12121.251964805639,8000,1080p
1.151008860711633,1.1731138313928287,14437.461547960238,8000,1080p
1.2418058950352575,1.6313145639126951,11678.741799877958,8000,1080p
1.654373994435132,1.6183221180218024,10252.84073039383,8000,1080p
1.3404425701111713,1.0265291976120003,14176.101488644517,8000,1080p
1.0541169059172217,1.3179018098693014,14145.93897454721,8000,1080p
1.0800246796924693,1.4632233837946114,13193.534866588312,8000,1080p
0.935470241628447,0.872225308554845,18561.992917777407,15000,1440p
1.4011976256778407,1.2757509315226427,12534.582298843565,8000,1080p
0.6900176221703588,0.5746812389925539,26531.55864246301,15000,1440p
1.2357490051599465,1.3094561931351016,13183.389701732907,8000,1080p
1.022462516245039,0.9525968267947913,16989.075350189778,15000,1440p
0.8728705742059464,1.1570786059039129,16529.69065865189,15000,1440p
1.1424396365748835,1.5426336069619508,12496.654264746016,8000,1080p
1.0997071989296856,1.520859040619388,12804.26783097602,8000,1080p
0.9594366451586236,1.4124487334471252,14146.73419831278,8000,1080p
1.3059158603617513,1.1913568231491416,13436.430959884656,8000,1080p
1.0217304625779307,1.0762442589417198,15993.725594412848,15000,1440p
1.7174845978310782,1.1889596483473768,11544.839383765617,8000,1080p
1.5067453741787238,1.1386749542756973,12683.969968433741,8000,1080p
1.3989738709380886,1.7844333934427818,10540.414472078515,8000,1080p
0.9183009035876623,0.9127594740396595,18325.136849654107,15000,1440p
0.8679511858212198,1.1439420832545966,16678.037804368007,15000,1440p
0.8402320456521137,0.6766779838142412,22120.251925425244,15000,1440p
1.5098033343572415,1.0636262222610877,13038.799493735873,8000,1080p
0.8770989434057516,0.9750791970469809,18116.201280616675,15000,1440p
1.0578564444455227,1.0934039210068702,15597.56900599234,15000,1440p
1.3515306533413898,1.4348115151262637,12042.46642057362,8000,1080p
1.4699199026254044,1.1549497479173032,12783.275540201555,8000,1080p
1.4741151889824617,1.198727695710516,12553.836288755263,8000,1080p
1.4903472096898949,1.1397670310357186,12757.78499672424,8000,1080p
0.9342866402940591,0.8349902139341296,18965.05451920211,15000,1440p
0.9485748985046639,1.3660286849885694,14496.837488413097,8000,1080p
1.0126699421723895,1.340294186362892,14260.49449418832,8000,1080p
1.3606131841881812,1.0134813261442408,14133.570442948243,8000,1080p
1.0696362064116796,0.8698041009762032,17301.090356935234,15000,1440p
1.4326271996976672,0.9752008311845997,13935.560002474562,8000,1080p
1.1364622477624744,1.248937740524629,14066.585128179953,8000,1080p
0.8331258227197562,0.7210924903824054,21589.265624483996,15000,1440p
