Total Network Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps),Resolution
1.4641886341781172,1.0566003685005874,13311.08314275552,8000,1080p
1.276303258908028,1.349223379614705,12780.07676923803,8000,1080p
1.2865468216902771,0.9253989124870774,15169.645204916947,15000,1440p
1.2269402319795997,0.9256788949489796,15587.723615499255,15000,1440p
0.8860494758091402,1.03452054667275,17471.079735295825,15000,1440p
0.8890549228539415,1.033234915106438,17455.448880488537,15000,1440p
1.0762900841757455,1.414421504349341,13471.825543586834,8000,1080p
1.380221357004105,1.7145385966731261,10842.33753255409,8000,1080p
1.3512897086064235,1.4548857802200452,11957.353392047597,8000,1080p
0.740971618918335,0.9705951841810719,19604.512040802405,15000,1440p
1.57080175278683,1.3173877640804776,11617.808251168717,8000,1080p
1.6857872885322307,1.3545133101490656,11036.550798481552,8000,1080p
1.0632328171177148,1.3976804020595088,13634.951341851263,8000,1080p
0.8282348732709361,0.9805901809127282,18550.402053748283,15000,1440p
0.961842140383718,1.0459803433594992,16711.851905076743,15000,1440p
1.391277423325277,1.9515916300325047,10037.614834567295,8000,1080p
1.2019670086850265,1.4910221491934081,12459.920940207028,8000,1080p
1.486417694995921,1.3365963212007752,11886.03096105282,8000,1080p
1.451819947460638,1.760558494307666,10445.354620649689,8000,1080p
1.1749052095749688,1.7195582316375386,11592.625950025422,8000,1080p
0.9906728905943472,1.2303621831221334,15107.565115508522,15000,1440p
1.7120926640410226,1.4458456772608772,10625.423416648078,8000,1080p
1.6602075784876213,1.1214427113980292,12062.778747568364,8000,1080p
2.0542549779748334,1.3992174067901915,9716.143134088808,8000,1080p
0.6005761116052135,0.8382349167284917,23320.944404255482,15000,1440p
1.3845338496979316,1.2160579306126096,12902.614033484797,8000,1080p
0.8052303369688293,1.0352205893392923,18231.636345397692,15000,1440p
1.4613136393639767,1.4244024959440404,11627.766012549411,8000,1080p
1.8590188090915611,1.3314368434903079,10517.128477509521,8000,1080p
1.093267650039896,1.1616091825382295,14880.826976981869,8000,1080p
1.0836297621228046,1.0237703954436626,15922.192982441065,15000,1440p
0.8868869863909773,1.2980092614044616,15357.448681536449,15000,1440p
0.8708655847327732,0.7365268243636937,20875.071830693363,15000,1440p
0.7270614471199941,0.9345210098780419,20194.26231823755,15000,1440p
2.032871104256211,1.815513132126418,8719.096103444235,8000,1080p
1.2951592554528897,1.6340503680687333,11455.114625650931,8000,1080p
1.1471620263658673,0.8293671827227234,16976.44125151709,15000,1440p
0.9745133775412872,0.743218299665542,19534.152187588592,15000,1440p
1.5074079317585054,1.121620101322341,12763.055995518991,8000,1080p
1.2141562562953692,1.2159349590797104,13807.889921046006,8000,1080p
1.110674037299288,1.0182897888230777,15760.921622193595,15000,1440p
1.2385461936263393,1.0209652379854401,14850.304154497942,8000,1080p
0.9963233359378492,0.8513665159823616,18160.20798356855,15000,1440p
1.4437397176720965,2.1296705022523144,9390.030792689058,8000,1080p
1.3113725341933302,1.727498380103648,11041.743116542542,8000,1080p
0.7906977503149385,0.9605508187994415,19160.29088718613,15000,1440p
1.3968516653787455,1.2075326949285323,12883.82487293123,8000,1080p
1.143300473630935,1.659258998572005,11972.781428122444,8000,1080p
1.1949306409072737,0.8481579942733481,16423.38536968739,15000,1440p
1.3327004716325062,1.5950868583555817,11460.679420365044,8000,1080p
1.1392122056487812,1.0620315597547862,15243.396722965055,15000,1440p
1.6826962748250245,1.236568298853669,11494.138730192784,8000,1080p
1.0368291326131458,1.4060244783157656,13735.752257066562,8000,1080p
1.7586917003132203,2.541922180993427,7802.242406799193,4000,720p
1.0523484651549946,1.3914408621037737,13730.492897126473,8000,1080p
1.4085104613989443,1.0187396389967531,13824.052162786957,8000,1080p
1.2189613179730896,1.3280227478704603,13174.182143494063,8000,1080p
1.3333497461383428,1.1163392941032133,13697.425039992546,8000,1080p
0.9571299557066465,0.8667744066240729,18397.034785925767,15000,1440p
0.9073848261959964,1.1830392729975863,16051.49501144012,15000,1440p
0.5144811210336703,0.7632209740761585,26261.545729965892,15000,1440p
1.1327117533932252,1.4996773169465332,12746.760111592921,8000,1080p
0.9129033103285471,1.2771382931536193,15321.367387107372,15000,1440p
1.1824848327123727,0.8028064173099259,16901.516087185253,15000,1440p
1.425974067945487,1.9251462358075808,10012.899853944637,8000,1080p
1.016449994274297,0.7815784779505857,18661.791244317563,15000,1440p
1.0892194837897446,1.589194642597477,12527.723651629589,8000,1080p
1.1167162619547488,1.1549025726555264,14771.154160533575,8000,1080p
1.3238389923249363,1.4011929373663103,12313.408747398349,8000,1080p
1.6234650740963616,2.0777996229974764,9065.666669651133,8000,1080p
1.188159143309059,0.8090371524000739,16800.7681929362,15000,1440p
1.3489615765939647,1.2802573331330693,12762.12942021006,8000,1080p
1.4961977413307115,1.3752270996672085,11685.638266031949,8000,1080p
1.459633727887842,1.1155762827290336,13029.784701699822,8000,1080p
1.271838367442449,1.2595389622283226,13255.405113533216,8000,1080p
1.4008000215056897,1.981125915725017,9921.693325867473,8000,1080p
0.7675004538384091,0.5144572932799671,26174.36656974434,15000,1440p
1.295895802201309,1.0145881995618746,14522.685279099029,8000,1080p
1.337153263991248,1.7830596746334784,10753.891692657857,8000,1080p
0.9716657012022577,0.9622100344242089,17350.872851781376,15000,1440p
1.1373202326474128,0.8024698960707068,17297.97028206032,15000,1440p
1.1049345280148233,1.347402701478395,13682.633691832876,8000,1080p
1.344439470050922,1.1598861803914196,13398.589753722024,8000,1080p
