Edge-to-Cloud Latency (s),Edge-to-Client Latency (s),Total Network Latency (s),Fetch Latency (s),Processing Latency (s),Queueing Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps)
0.06591157460108175,0.21902433722955708,0.2849359118306388,0.4389876738461454,0.07495065350558285,0.30759847612602287,0.8215368034777512,30325.584658134016,30000
0.10167195078114953,0.3433173089335213,0.44498925971467085,0.4023335217386689,0.09186856981928852,0.302840751841037,0.7970428433989944,27015.752584721435,15000
0.14677778654728876,0.25181197575174624,0.398589762299035,0.18463291711384314,0.06148054510330386,0.12012931605884905,0.36624277827599605,43871.60616201354,30000
0.09169099261995714,0.3446960508827261,0.4363870435026832,0.11095315231913648,0.07597376649656884,0.31564981121892177,0.5025767300346271,35735.59805570784,30000
0.14827672056755814,0.38154082451816546,0.5298175450857237,0.1814611979557654,0.09256439114355028,0.122022109194197,0.39604769829351266,36241.161702466066,30000
0.13499484329464628,0.27059700689409155,0.40559185018873783,0.09902015460348698,0.051545555762041284,0.21567260536421126,0.3662383157297395,43473.85407004693,30000
0.09889037520835743,0.13281380368915557,0.231704178897513,0.3048938618141673,0.09342406437017496,0.10182891128601883,0.500146837470361,45848.71954749524,30000
0.12294612213934535,0.18559474762243675,0.3085408697617821,0.383242151650233,0.080492275989903,0.19211207192164706,0.6558464995617831,34793.52080641159,30000
0.14566403351701904,0.23385823465490596,0.379522268171925,0.29724228347611975,0.07586938892643141,0.03609953571119063,0.4092112081137418,42542.1679298003,30000
0.13528620066845679,0.31839220940325585,0.4536784100717126,0.12789246442619726,0.08748681814616913,0.036096449905345614,0.251475732477712,47584.53503327204,30000
0.06214408513989983,0.159706406467819,0.22185049160771883,0.49012058041861006,0.08727152560156552,0.3578681813252609,0.9352602873454364,28998.461176169225,15000
0.09116613615251512,0.38201080633290346,0.4731769424854186,0.37674863759375654,0.057970088996909086,0.060123692752253134,0.4948424193429188,34662.976096495,30000
0.12153773534805626,0.3676263125122273,0.48916404786028356,0.4108924441207109,0.07062637273354211,0.1271855759489294,0.6087043928031824,30563.25399036183,30000
0.11031804258362993,0.2205843723115194,0.3309024148951493,0.11785918392360513,0.05370000851803705,0.09732159326200678,0.268880785703649,55944.26780626844,30000
0.08023470044155787,0.20409765084789136,0.2843323512894492,0.28425785392035674,0.08271748435272798,0.3650149667613763,0.7319903050344609,33015.530836799466,30000
0.0923527251197799,0.29049424701770465,0.38284697213748453,0.21056638690651466,0.07190343826149695,0.3538764217279828,0.6363462468959944,32922.542431964306,30000
0.05637786250961159,0.3405555550680313,0.3969334175776429,0.04850414574099922,0.06829722171885326,0.3217233533604604,0.43852472082031285,40162.91236846739,30000
0.10747099448318188,0.32301629460557146,0.43048728908875333,0.3072536746214985,0.09214907103887196,0.1909134997021978,0.5903162453625683,32870.6071908689,30000
0.11087218201154454,0.15923805605350566,0.2701102380650502,0.49162322695426863,0.06289618143556946,0.32785470940630723,0.8823741177961454,29114.86982825585,15000
0.061651267272742144,0.1743994361518926,0.23605070342463474,0.02086288401422081,0.0938038887238819,0.24064540551616878,0.3553121782542715,56740.849044731105,30000
