Edge-to-Cloud Latency (s),Edge-to-Client Latency (s),Total Network Latency (s),Fetch Latency (s),Processing Latency (s),Queueing Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps)
373.8907951249208,65.33740014279982,439.22819526772065,2.5961180736628937,101.99162707872422,70.86825773082869,175.4560028832158,54.58808295534005,300
368.78024390372417,62.7934156226873,431.57365952641146,0.6156099159480048,98.03424979824828,67.00068109599407,165.65054081019036,56.18397911720317,300
361.39846231933603,59.55134499276999,420.94980731210603,0.5863856767864408,96.74500240280595,86.4166841103446,183.74807218993698,55.489581057620754,300
372.89930354380533,59.033010239433494,431.93231378323884,2.7017274316642768,102.74464289795492,71.45756918862433,176.90393951824353,55.112408004693144,300
421.34836586406516,61.935824046252954,483.2841899103181,1.598892475006591,94.22887191086056,89.15087752066965,184.9786419065368,50.21142939937736,300
405.17974486223824,62.28975582241608,467.46950068465435,2.938930570773551,111.84257544945119,77.4908984057494,192.27240442597414,50.85993740896819,300
445.5123735419817,66.67097904493177,512.1833525869134,0.9760434291611966,97.76061203482756,73.70028715335661,172.43694261734538,49.011740135440945,300
378.0629830427986,59.26962407438307,437.3326071171816,4.866303871290588,103.05445890168109,77.31953572306912,185.2402984960408,53.89638980024279,300
391.0975041855804,63.19738827155776,454.2948924571382,2.937638147558547,104.10176257596612,79.66002159829375,186.69942232181842,52.34747208572523,300
397.99639437965027,58.19367340460846,456.19006778425876,0.46655646233685993,94.52646111678072,73.43444702107031,168.42746460018788,53.719965035095335,300
378.7552342769198,62.54898435381263,441.3042186307324,2.7419545974039887,97.59337091689035,84.07384724473964,184.409172759034,53.6258812129185,300
410.59814285058644,66.99515499113723,477.59329784172365,0.9887433313894303,102.92433050623306,84.10323045660635,188.01630429422886,50.41158044043124,300
394.6319321948287,51.09555493646372,445.72748713129243,3.889525456486213,97.18994247205802,86.05165812732923,187.13112605587347,53.02042399488744,300
366.92432158309794,60.318275477861775,427.2425970609597,1.3745037596088943,99.96368922102606,79.2186237714439,180.55681675207887,55.20642375993056,300
426.17258004901106,58.40213521750883,484.5747152665199,1.6583751199858896,96.99095362253978,90.8060365961539,189.45536533867957,49.781801978143285,300
414.73654560511926,65.65578330312552,480.3923289082448,0.7687877336506743,109.7039035815517,83.34904204191326,193.82173335711565,49.76821736297972,300
444.1562683601541,62.51918741447083,506.67545577462494,0.8307076642678173,108.14924041372555,74.85500879929457,183.83495687728794,48.5936654758526,300
381.8528322684747,56.884621731541095,438.73745400001576,0.3376693583251803,99.23517199611032,70.15736755602896,169.73020891046446,55.145793351612575,300
393.0559706567514,51.56780542816536,444.62377608491676,1.4465441906226237,101.01870611754553,85.56393788906527,188.02918819723342,53.037658707681985,300
415.27668246639666,59.1620403465633,474.43872281295995,0.39976652006667496,102.8823836579714,78.82627715048586,182.10842732852393,51.10742159610186,300
384.86443431670483,63.671688689591804,448.53612300629663,1.1152892734849416,114.40581299621606,63.21256174896372,178.73366401866474,53.49282349329021,300
373.23598211514735,61.156939996861325,434.3929221120087,1.4945825417122267,91.12714914435692,81.48670311686706,174.10843480293622,55.14273981264132,300
381.81656565220874,56.99184708243224,438.80841273464097,1.5520582627026114,87.97068810969282,80.95841841009701,170.48116478249244,55.07140321804772,300
370.69341287809556,57.31278195131332,428.00619482940886,2.8285242118349463,99.0283728526702,83.66067382443407,185.51757088893922,54.691332063905605,300
396.4674371901186,60.450742224286174,456.91817941440473,0.7185690857388664,99.68189696398404,75.67202939807241,176.07249544779532,53.009362274262074,300
446.48544883914076,64.35969422401391,510.84514306315464,0.470141480824808,93.78261575607455,90.46922028355431,184.72197752045366,48.240394071310476,300
375.9133641692539,58.93613968163762,434.8495038508915,2.8796235184187946,96.28087172946677,89.13320685676166,188.29370210464722,53.84706385195526,300
484.1185904703941,57.053588466743065,541.1721789371372,1.7411647756922304,99.52394958828039,80.92471485950719,182.18982922347982,46.38677677491392,300
396.69662967545537,60.91363892389289,457.6102685993483,2.4078287826471167,110.16594603502709,78.44741510313878,191.021189920813,51.731120282931876,300
368.9714925681486,58.91031028559923,427.88180285374784,1.3239598354806952,88.73276103520777,77.93267522605619,167.98939609674466,56.311551991603885,300
413.6535856929915,65.46818324770335,479.12176894069484,3.6095081242740754,96.12463674922445,80.95443840663081,180.68858328012934,50.85466132360722,300
440.94894092326945,54.34588942127798,495.29483034454745,0.574912999573944,87.80297590144302,72.16507662004959,160.54296552106655,51.16269939232894,300
410.7522432438747,62.133941354666575,472.88618459854126,3.2071817247010843,94.75816192871564,68.04378598491189,166.0091296383286,52.51945233011949,300
422.6439052288223,64.16675231514424,486.8106575439665,1.7896648462142632,103.75369480866009,78.87800376233105,184.42136341720538,49.989319567847296,300
459.4276498524976,46.633212472417334,506.0608623249149,1.2694743389861327,103.89086636668733,74.50917798940694,179.6695186950804,48.93239810971943,300
350.82324172889685,52.99108996588198,403.81433169477884,1.2116096087257642,109.60362640269598,103.32689063389331,214.14212664531505,54.29902308996217,300
405.29352990565064,60.348168114660176,465.6416980203108,4.377086053902198,108.94507006664674,85.92241069842721,199.24456681897615,50.466423769651215,300
383.845629857428,61.3907293556204,445.2363592130484,0.2483207758805554,95.2935250626183,80.04835397788813,175.59019981638698,54.047997000091414,300
334.24388248771623,51.4745134014221,385.7183958891383,1.2137220372476487,87.29404967593824,68.04441662891395,156.55218834209984,61.877654764492114,300
413.44136104395693,55.548575004446484,468.9899360484034,0.8042190521835373,99.92093337057086,86.50950143029021,187.23465385304462,51.132542907359216,300
411.6381525707817,51.816664163326706,463.4548167341084,1.9012815259760885,95.17492708267886,95.5138850104496,192.59009361910455,51.146547241612424,300
414.32760886034356,57.567314987621714,471.8949238479653,2.8558734221463635,98.96187879858458,81.12097618819807,182.93872840892902,51.241153969949664,300
396.99317506826725,68.95851583254243,465.9516909008097,0.6007342147007133,92.24321442772462,63.71348402757165,156.55743266999698,53.90191200335619,300
395.6389771244316,60.290860369706714,455.9298374941383,1.208609148556025,108.96211516745085,83.83775169045101,194.0084760064579,51.627102608052695,300
425.3132255737986,55.21015535480875,480.52338092860737,0.5258517021467983,92.52320642251587,79.74154227168606,172.79060039634874,51.36034580486062,300
375.18684856608223,57.883805151633204,433.07065371771546,2.1105314388433305,101.10572821252153,78.81703786692933,182.03329751829418,54.55083150185371,300
362.1363604437809,63.579192349536996,425.7155527933179,1.7610979215090394,107.27361199389158,72.03768237768428,181.07239229308487,55.298448612425986,300
410.0168129435991,65.96832631138501,475.9851392549841,0.37046295757829023,119.65574804311767,63.91552975584084,183.9417407565368,50.8456815691675,300
416.50547987472726,57.30648815095699,473.8119680256842,2.1074507744859288,88.7003037535174,85.5107625232603,176.31851705126363,51.611842192000246,300
405.0446419416421,55.47282243524835,460.5174643768905,0.5415500445721133,97.01350173015118,69.3949287265225,166.9499805012458,53.47597277579363,300
410.7892048492679,57.279926077698875,468.06913092696675,1.7075689246407053,103.72053581306788,83.95366846458509,189.3817732022937,51.03716762613641,300
372.08304230315366,69.53758341725337,441.620625720407,1.2462957969661086,92.65819311260836,81.18010837715224,175.0845972867267,54.40919056333638,300
388.65441920171065,62.445174523046774,451.0995937247574,5.665541063271486,86.72099510431903,84.82914788214617,177.2156840497367,53.40381363771784,300
388.0595148580893,61.97304930096737,450.0325641590567,1.182921554034512,87.76050691494667,77.47498012819106,166.41840859717223,54.43163119683949,300
381.90724032503,56.120811503222185,438.02805182825216,2.198073797888866,95.797189507689,76.71609406922165,174.71135737479952,54.76134143818489,300
385.62075807217894,63.7314832949108,449.35224136708973,1.9998746668997174,99.14346737431843,83.48511619897505,184.6284582401932,52.926582813617465,300
359.604155555024,62.75294317497517,422.35709872999917,0.35673122037853494,114.88792671389982,78.8271032718816,194.07176120615995,54.43358379339197,300
413.88507674945726,57.084186781608224,470.9692635310655,0.32432137479449324,103.43972223059986,76.72464521890869,180.48868882430304,51.506673421796144,300
396.535188528933,59.70144239559927,456.2366309245323,1.3913243858427007,85.94891235724326,80.87366779610765,168.2139045391936,53.73433137515369,300
386.9793598797855,62.72024767257031,449.6996075523558,0.6022570993129038,96.9655336856413,85.47716943831135,183.04496022326555,53.029980356779284,300
392.91809472455145,60.4407458684554,453.35884059300685,1.8927637908161647,102.9851443263751,79.28690468354682,184.1648128007381,52.632450296359806,300
431.0845148274587,49.1850732105064,480.2695880379651,4.232518527377614,90.0456977288927,75.17704049671688,169.45525675298722,51.644064820695085,300
341.09705184233036,62.69627131646565,403.793323158796,0.6602937073955257,101.14731573449107,88.96114190010633,190.76875134199292,56.43554044070714,300
