Total Network Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps),Resolution
1.0371988029827177,1.202579624974896,14981.139018557866,8000,1080p
0.853824360904688,0.6995542130838881,21600.93654043587,15000,1440p
0.9829132576753463,1.4379537246298892,13860.50214458635,8000,1080p
1.536227176269288,1.151787022048784,12482.98168253556,8000,1080p
0.6939796071693697,0.9773109396801475,20076.959127933867,15000,1440p
1.0358114520583206,1.0848012901061679,15822.988956367075,15000,1440p
1.0169954646068609,1.3791311722574717,14003.613783915309,8000,1080p
1.1455032949395851,1.0527023264522077,15264.464649469428,15000,1440p
0.575723456672841,0.6110930659800698,28272.636384430523,15000,1440p
1.1963117372869374,0.8041769171966995,16773.117870374033,15000,1440p
1.1773686399446976,1.5778013763340035,12178.715578982905,8000,1080p
1.4265352581024948,1.686436473636268,10778.906746210007,8000,1080p
0.837083025325456,0.7773480353554869,20784.05998076328,15000,1440p
1.4156243033450955,1.2104646345629937,12777.340293253379,8000,1080p
0.8157238267818466,0.887865665205506,19696.3130835331,15000,1440p
1.6000107930546592,1.6375985227439778,10363.95337641996,8000,1080p
1.0497349165775924,1.0452792601886909,16016.326940465988,15000,1440p
1.4425110854863632,1.3209146536870675,12142.331716877068,8000,1080p
1.4331421781805482,1.022956141100352,13661.68110477927,8000,1080p
1.4542447668421545,1.6746316095364462,10724.115613297672,8000,1080p
0.8756808100346557,1.198241692632283,16179.212076078556,15000,1440p
0.8878469344795357,0.8167818362729444,19684.304627328303,15000,1440p
1.3502860558574599,1.6306154474777268,11256.471226056134,8000,1080p
1.6042389888202366,2.171457907293324,8886.950653941154,8000,1080p
1.2410895716069026,0.8629757294185956,15947.429000252958,15000,1440p
0.9290103072399096,1.1099300226239965,16456.799401402623,15000,1440p
0.7269350103672656,0.9002472972953324,20621.187830022565,15000,1440p
1.323955013777402,1.008863574025641,14383.643964188506,8000,1080p
0.8160089736838604,1.2225432404909893,16459.93257699407,15000,1440p
1.2094316723112217,1.6977953576690799,11541.730884439166,8000,1080p
2.6286013653975635,2.1526084066364586,7017.979465419957,4000,720p
1.0445691667184493,1.4714914858592358,13336.098223873792,8000,1080p
1.1835910039537505,1.0255092506641348,15189.184795872476,15000,1440p
1.538743145064181,1.7948485067795141,10065.549564669143,8000,1080p
0.9865895895833262,1.4116005058869625,13991.564748506697,8000,1080p
1.5943060641747115,1.4074242001273112,11178.363492231452,8000,1080p
1.5136198736838842,1.3965600401912623,11530.019790192107,8000,1080p
0.7450803758599658,0.7413218115794387,22574.261719705588,15000,1440p
1.4839927532446595,1.1903668083914656,12546.716784586737,8000,1080p
1.3749399526572177,1.1371659534808145,13357.092914758783,8000,1080p
1.2184261458395589,1.6294699527705705,11782.18264928124,8000,1080p
0.735383078520669,1.0566752695148824,18723.961770989354,15000,1440p
1.0743783946380943,1.1480229672336664,15098.277284954343,15000,1440p
1.1102482088079193,1.093523478627314,15225.911191848965,15000,1440p
1.3271067081962493,1.448705512557154,12088.149100695562,8000,1080p
1.3565883396160252,1.5557386437044445,11521.519455807515,8000,1080p
1.0926339687359996,1.0323441194148213,15790.483764093507,15000,1440p
0.918049837714053,0.8306645204493571,19188.057696993234,15000,1440p
0.6869133328866703,0.8813877235067262,21395.402281475683,15000,1440p
1.6854771428016484,1.724219322023318,9840.885353330852,8000,1080p
0.9671213099145373,0.9897863706026884,17146.66069026379,15000,1440p
0.70330667627849,0.6624475750528717,24568.425811078778,15000,1440p
1.5030985348157406,1.02405628993712,13277.55295059194,8000,1080p
0.8349316696191122,1.1475193196555666,16925.730916695495,15000,1440p
1.813732429129241,1.7910504822833997,9308.308662296313,8000,1080p
1.6386484659917353,1.3758823884979283,11130.896852498961,8000,1080p
1.0903954250919874,1.4208546001480729,13361.645261424099,8000,1080p
1.2043350341378267,1.1192282885886096,14440.93718979335,8000,1080p
1.086317303652277,0.7289462060581575,18484.606681347606,15000,1440p
0.9497169562196325,0.8413431990657455,18734.39700000116,15000,1440p
1.0408642043746763,0.9912532261510782,16512.053632313324,15000,1440p
1.9344063466639247,1.4665443050403066,9866.191966997736,8000,1080p
1.3303466936784858,1.3191462021702098,12664.473285651788,8000,1080p
1.051148739102389,0.7344483637514101,18791.71507747869,15000,1440p
1.0494931857244665,1.5433342152750664,12941.251695760695,8000,1080p
1.4678838265222525,1.032144861888633,13421.618782034251,8000,1080p
1.1456302374816125,1.6675091485625073,11927.753088404468,8000,1080p
1.0336869288839294,1.1566502074929816,15319.300140024647,15000,1440p
1.0876515830290028,0.9748853122876604,16268.524493399842,15000,1440p
1.946193308194857,2.1832403995108063,8125.673972531946,8000,1080p
0.9167202322171201,1.0448732316147114,17105.701369158236,15000,1440p
1.4174721501607608,1.2084046005900562,12778.37278174072,8000,1080p
1.3599019638683165,1.1519581371253755,13358.400010703568,8000,1080p
1.5022536482056612,1.1179007104322114,12806.280625941361,8000,1080p
1.1285713462313833,1.05402471172931,15373.633557897816,15000,1440p
1.0571642536483212,1.4307820780576233,13486.798960406944,8000,1080p
1.7330936160011283,2.196730200111669,8538.406190736183,8000,1080p
1.7928630798458447,1.5665323123647532,9988.235406228865,8000,1080p
0.6570177901932573,0.830143678533506,22562.736263418457,15000,1440p
0.8933337946368055,0.9786970522546875,17924.08071465122,15000,1440p
1.224055508926421,1.4804178761107876,12407.011355942168,8000,1080p
2.761543849418953,2.9429283346997317,5882.12737602892,4000,720p
1.2999721172301988,1.5321644943056074,11847.744866305782,8000,1080p
1.182550889186599,1.1131324161960707,14616.315726705508,8000,1080p
1.1627392034149175,1.24331800423393,13945.81637266586,8000,1080p
1.0078176217291723,1.1375053983243602,15640.73647014831,15000,1440p
0.8195494402572093,0.6095133353992387,23480.026610158242,15000,1440p
1.625436828088726,1.7530398001525376,9931.823035125586,8000,1080p
1.5063647356953493,1.6041111947771147,10787.555586357896,8000,1080p
1.0710127917983459,1.3455806198829687,13885.013439912891,8000,1080p
0.8851015952632901,1.2425283892338823,15770.802369064184,15000,1440p
1.1199079146503612,1.3302166669700837,13694.990145279888,8000,1080p
0.9276277155981626,1.3508523029225095,14726.673803260112,8000,1080p
0.9390687648905268,1.3875113441823155,14422.212185666654,8000,1080p
0.6528808510473004,0.8143920233976772,22868.569701251083,15000,1440p
1.2203018062561264,0.8273842043506598,16386.51230031937,15000,1440p
0.6936468500460099,1.0182883893148245,19600.292831478742,15000,1440p
1.419522155569841,1.0532911383432222,13569.335009074759,8000,1080p
0.754065506233624,1.0561886004243375,18535.757978169826,15000,1440p
0.8054647333359073,1.0812604500507852,17784.48302670632,15000,1440p
1.4266518374668382,1.0420803254462259,13591.766860770475,8000,1080p
1.117224547433302,1.2821759876582814,13984.50634200565,8000,1080p
0.7720386854268222,1.0562496204245246,18352.921633098398,15000,1440p
1.4295231899003005,1.5772039104707827,11159.786332407351,8000,1080p
1.3848337234954915,1.3422351972223305,12304.211215596182,8000,1080p
1.217070667122278,0.9699756296047086,15342.351028515362,15000,1440p
0.8812457674617634,0.6021307539957109,22620.306789695904,15000,1440p
1.0968951958099835,1.4199559409724392,13331.90966665452,8000,1080p
1.4432602189477899,1.8158433615814193,10295.601588259884,8000,1080p
1.0632970795978776,1.1961671757507149,14850.614219972773,8000,1080p
1.3781578647077486,1.6930932671903982,10925.329958042903,8000,1080p
1.0539188443346497,1.1631109609561707,15134.858322573826,15000,1440p
1.1875230077079248,1.11621290399266,14565.225045795549,8000,1080p
0.9977328999628454,1.3921257029619512,14040.341951166003,8000,1080p
2.072822850766201,2.476866539934658,7375.103906781445,4000,720p
0.8653886076038492,0.8325418851172622,19761.95853943674,15000,1440p
1.1255097869575683,1.2298803416861654,14245.80649801785,8000,1080p
1.8208118708504277,1.5068194430382986,10083.578628423147,8000,1080p
0.8146775037337043,0.9619736256759589,18886.337021691645,15000,1440p
1.5867068858924187,2.0727665221379734,9169.196837547106,8000,1080p
1.006972044057624,0.7516091002725256,19080.400189768334,15000,1440p
1.0609710604651479,1.1436236680470806,15220.226904309175,15000,1440p
0.6738089108588269,0.7586828799309179,23423.821494642674,15000,1440p
1.0627083154214818,0.8289104184942568,17738.47520030676,15000,1440p
0.8267907963406839,1.0285821522454603,18085.006588874538,15000,1440p
1.8667916586686089,1.3363090079629079,10475.609570924575,8000,1080p
1.278601193790006,1.3761832449151252,12639.230331019322,8000,1080p
0.9219791811998106,1.1065639493347152,16541.147927753613,15000,1440p
0.7914865608254872,1.1713833608074458,17094.57750113451,15000,1440p
1.6153797264627456,1.5158892900679402,10715.921188137614,8000,1080p
1.3670103295059859,1.7689106326665958,10700.024778925972,8000,1080p
0.9874927742466032,0.7785131363450107,19000.181029269166,15000,1440p
1.0206270691869659,0.8535597948695648,17903.461305546694,15000,1440p
0.8331764423853842,0.8774235771398966,19615.591965976884,15000,1440p
0.5722680764010282,0.7996631091633903,24457.809803481916,15000,1440p
1.600920104298553,1.1084216856950249,12384.717249011073,8000,1080p
1.8096345329015304,1.407521021466251,10429.844448909136,8000,1080p
0.832719177545,0.8937017063443924,19435.8353244699,15000,1440p
0.8777605474948773,0.8118101004934832,19859.738946075227,15000,1440p
1.7184128355633468,1.8592426530425934,9378.888522627072,8000,1080p
1.0058426509476637,0.998475858203093,16741.06777281483,15000,1440p
2.4824464845512244,1.6939071546280031,8034.3847525791425,8000,1080p
1.594537653615492,1.101476858764377,12445.938939097286,8000,1080p
0.8688719887317984,1.1576308452024178,16557.801666064304,15000,1440p
1.431401007545596,1.3649951139590535,11999.169839337874,8000,1080p
0.6360553578405677,0.7855160868489115,23603.7605604335,15000,1440p
1.5275761214247956,1.5927741664485298,10753.418335884662,8000,1080p
0.5881616586977791,0.8807021418508374,22843.800757747256,15000,1440p
1.7898633866497908,1.3143570119344803,10809.294344983697,8000,1080p
1.1425794618091067,0.8048521941385784,17230.094775095607,15000,1440p
0.8960722887367365,1.0663985422726192,17098.05387667443,15000,1440p
1.9272218988839473,1.849262221372012,8885.09813136081,8000,1080p
1.031604215512221,0.7717420283881287,18606.76068918808,15000,1440p
1.1884403150761593,0.8825946776157179,16201.769703749344,15000,1440p
1.6659157482022198,1.3386381506027552,11167.858234577143,8000,1080p
0.9835001628726399,0.7528652335610515,19324.522401170405,15000,1440p
0.9321091700260503,1.0441487450174938,16978.771720320055,15000,1440p
0.8892002051394671,0.8625206278170142,19155.125273796184,15000,1440p
1.357389452649612,1.167524210294538,13289.338361326065,8000,1080p
1.253029462852559,0.9763550472716689,15050.984631686639,15000,1440p
1.9622074749342946,1.4562698932148044,9815.607472682414,8000,1080p
2.2715704038998465,1.7575893437235548,8327.898147943146,8000,1080p
1.2183956330848529,1.688055724772058,11544.811135164347,8000,1080p
1.737978318192627,1.2940028088151636,11066.834058137521,8000,1080p
1.6943828145674082,1.363399394095898,10973.453866313177,8000,1080p
1.2484557699364591,0.9991369235784615,14929.053692342077,8000,1080p
0.6565027299870803,0.8898747817176935,21698.732519078454,15000,1440p
1.3519339126154828,1.5349485032954575,11623.068475205659,8000,1080p
1.8344837213459988,1.5128728893816874,10024.158134948626,8000,1080p
1.499095007843018,1.3749185615660837,11675.112587202852,8000,1080p
1.0660867510142538,1.3673342583419439,13788.995768092504,8000,1080p
0.9279949043059651,0.7439324675943028,20069.311959324485,15000,1440p
1.2139909563558664,1.6144094172716015,11863.39540641692,8000,1080p
1.0964704167926402,0.9960453102464053,16035.450327286304,15000,1440p
1.2087135748323317,1.1093447414245803,14475.232035655628,8000,1080p
1.1435018537116686,0.9695051983798795,15879.943214948733,15000,1440p
0.9572646161547556,0.9186691227430064,17886.789551381222,15000,1440p
1.8927902272805777,1.4804119586445386,9947.352738003026,8000,1080p
1.1338539240240604,0.893403576148238,16551.63786403463,15000,1440p
1.001237258383655,1.0028837053741406,16742.71793309536,15000,1440p
0.7221708168358497,0.4976087997578834,27508.60199951663,15000,1440p
1.54652627341306,2.260332334292471,8814.20495420604,8000,1080p
1.8090827591765761,2.0305658617622893,8738.932989080477,8000,1080p
