Edge-to-Cloud Latency (s),Edge-to-Client Latency (s),Total Network Latency (s),Fetch Latency (s),Processing Latency (s),Queueing Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps)
0.12963063132904284,0.22663974589012412,0.356270377219167,0.06769744064689241,0.09360054439507148,0.22761895902305132,0.3889169440650152,2251.409212261932,1750
0.14766681913079832,0.333728310542033,0.4813951296728313,0.20679808462732205,0.06648124441798864,0.35364732438002044,0.6269266534253312,1513.7495496210117,1050
0.06853305619728028,0.13320833575128455,0.20174139194856483,0.4542099788231355,0.07695173722360277,0.08380391613355642,0.6149656321802948,2054.2514640296395,1750
0.09892603523446834,0.3327488126637684,0.43167484789823674,0.43396445237462133,0.09326688887543227,0.35390795968225314,0.8811393009323067,1277.9581949924266,1050
0.06304616139107264,0.25679406258446785,0.31984022397554046,0.20915171065771848,0.078400354098379,0.4333423936894202,0.7208944584455177,1612.0550495128318,1050
0.05690832833715328,0.39735779644990676,0.45426612478706,0.25887271346761787,0.06031623219201362,0.3081948579156699,0.6273838035753014,1551.0763288637224,1050
0.14272897612437688,0.33889009805192927,0.4816190741763061,0.40278559636610306,0.09187935366033856,0.45585581843659145,0.950520768463033,1171.4788947621694,1050
0.1474304529253327,0.2841536695955895,0.4315841225209222,0.38246456337457096,0.09243348544992987,0.46796524055065936,0.9428632893751602,1220.651721905856,1050
0.061811563195777894,0.17123659700585522,0.2330481602016331,0.4569283777728312,0.056600996804384816,0.41755064550600424,0.9310800200832203,1441.182876948717,1050
0.10681734166559216,0.29751540341739846,0.4043327450829906,0.10304919647968203,0.05378088363485666,0.17214909828792826,0.32897917840246693,2287.8689767182977,1750
0.1099713905924557,0.36449862735066113,0.47447001794311683,0.04554727410277999,0.07085604155363573,0.3575796063171854,0.4739829219736011,1768.9033682022412,1750
0.1197099173234603,0.36057460656059304,0.48028452388405335,0.2413119201469716,0.08915251537215971,0.4375247325777613,0.7679891680968927,1344.0334525816547,1050
0.13954152993960076,0.11506729154713406,0.2546088214867348,0.49028145545758856,0.09915643337321607,0.2399848438438812,0.8294227326746858,1547.6686020434552,1050
0.1440135079002864,0.3036333447052314,0.44764685260551784,0.48409908897787274,0.05900974694613632,0.19832118615316688,0.7414300220771759,1410.9446039371521,1050
0.07731861281422853,0.2521928133336329,0.32951142614786144,0.24845317348313933,0.08857660763494558,0.011017738952826034,0.34804752007091094,2476.126408429551,2350
0.10218444543553264,0.2280686551250638,0.3302531005605964,0.040354168274397466,0.0791064641515644,0.0781913893037504,0.19765202172971225,3178.074106803945,3000
0.11544453569448211,0.38950649217482536,0.5049510278693075,0.43492096810902453,0.07502502728003435,0.40130878678952736,0.9112547821785861,1184.659452811638,1050
0.07290062316309798,0.371025907096789,0.443926530259887,0.09706227331421885,0.05876634704754328,0.4353714454597654,0.5912000658215275,1620.7888062689142,1050
0.12047536201958148,0.11648134807911562,0.2369567100986971,0.31665095261893295,0.05630157515445849,0.3024948061205394,0.6754473338939309,1838.7923760819672,1750
0.09892306372919762,0.39831409650279853,0.49723716023199616,0.05206009034151982,0.05841522609049125,0.48453022107252985,0.5950055375045409,1536.0337070476692,1050
