Edge-to-Cloud Latency (s),Edge-to-Client Latency (s),Total Network Latency (s),Fetch Latency (s),Processing Latency (s),Queueing Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps)
0.02100845718633957,0.3230951414917719,0.34410359867811147,0.030637990743948216,0.0825209376260113,0.009103526601199903,0.12226245497115942,17987.175383713984,3000
0.0958039372874482,0.15621031148499376,0.25201424877244194,0.023478965265013668,0.03640373245162955,0.007491080708791701,0.06737377842543492,26264.62887039544,3000
0.08736205592985165,0.35257141619299537,0.439933472122847,0.04581291854649616,0.03157294384811318,0.033015378448047555,0.1104012408426569,15242.73828702827,3000
0.025535597839726913,0.2513393429836257,0.2768749408233526,0.04166503216280645,0.058489640525595174,0.03580507728584398,0.1359597499742456,20319.532701559496,3000
0.11666410497039904,0.12526230365430313,0.24192640862470216,0.031780089390435244,0.006020191292508589,0.035199022576393284,0.07299930325933712,26636.783480825536,3000
0.041906003072691864,0.3270343815361387,0.36894038460883055,0.043236890181937465,0.08122906753067101,0.008225185660303004,0.1326911433729115,16722.64906025867,3000
0.13243262253103472,0.23204393060948683,0.3644765531405215,0.021701592598995914,0.08138366685087739,0.047728504628685504,0.15081376407855882,16279.382165129075,3000
0.14724136593852993,0.33063249656711075,0.4778738625056407,0.04884904971705691,0.043908840374075206,0.04077251175794975,0.13353040184908185,13720.231423072191,3000
0.02917463217174031,0.17198051491406383,0.20115514708580412,0.03580247784083768,0.02499678124571456,0.009452940477030752,0.070252199563583,30907.81477937175,3000
0.11667182648360874,0.024124449420182124,0.14079627590379087,0.04645504288762238,0.05346974289035036,0.034988684358282625,0.13491347013625535,30425.5040689841,3000
0.023556043316611118,0.2602627946028206,0.2838188379194317,0.03185605196064665,0.01799109131518628,0.009888306964901797,0.059735450240734726,24417.12500496922,3000
0.03283188584673049,0.24547057634369654,0.27830246219042704,0.01781871409188104,0.014680851501761046,0.020692777136244216,0.05319234272988631,25305.39808011924,3000
0.008392596445279513,0.05021762504430637,0.05861022148958589,0.0409576652176437,0.05082756776975609,0.022983222067530874,0.11476845505493066,48383.158570518615,3000
0.10055231050544808,0.2768824691189767,0.37743477962442473,0.028006111848491506,0.04481030219963153,0.03945736811347288,0.1122737821615959,17129.79648427185,3000
0.14547573336096412,0.28820583045680026,0.43368156381776435,0.04272677250047657,0.0849898953951466,0.010590438831584982,0.13830710672720817,14665.689080882674,3000
0.0637884655139395,0.3101182778537493,0.3739067433676888,0.03435699792458997,0.07733493506891671,0.028798153482267493,0.14049008647577418,16307.658821600342,3000
0.026848904073528333,0.11622346771083246,0.1430723717843608,0.03167875212807409,0.008787108193037529,0.01680892233484377,0.057274782655955384,41870.36258854868,3000
0.04290750000215159,0.019102018615408993,0.062009518617560586,0.01553485751868082,0.03624479720469495,0.04509359654320147,0.09687325126657724,52797.46825988261,3000
0.09967268455690977,0.274900116108774,0.37457280066568377,0.04126111016046114,0.07616194280663363,0.042915699607855844,0.16033875257495062,15682.23372477116,3000
0.062443143629647146,0.3277503853417211,0.3901935289713682,0.02299743818486213,0.09093080811613113,0.03456197932752542,0.14849022562851869,15572.41689278476,3000
