Total Network Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps),Resolution
1.3051879032659035,1.1505062618781774,13663.929521953029,8000,1080p
0.7597703770274681,0.6600007800539972,23633.69042443132,15000,1440p
1.6484856158115038,1.2906791437355014,11416.315431453231,8000,1080p
1.239942511935695,0.9477026662930308,15338.150964302204,15000,1440p
1.417195111117993,1.5470003476774736,11319.912086241173,8000,1080p
0.8370003502540422,1.0732661819407538,17565.314281796956,15000,1440p
1.1142130636793792,1.6204303365403716,12270.130722456766,8000,1080p
1.2104540116122788,1.2111787478010239,13856.119128537617,8000,1080p
1.4029702332062033,1.834731462017028,10363.657667877433,8000,1080p
1.0041335034312597,1.3942808352386766,13990.256587028216,8000,1080p
0.9609344918642374,0.7837732971852266,19232.121396260187,15000,1440p
1.1095794358437079,1.638444118421178,12210.387333807272,8000,1080p
0.9372707614600516,0.8757850722157677,18507.114550339684,15000,1440p
1.2367346330197844,1.5156195383718902,12191.175230560482,8000,1080p
0.8447018983219982,0.9454243015824394,18744.171222001685,15000,1440p
2.3680259322713297,1.736100528632269,8175.779260128445,8000,1080p
1.0726039257218687,1.0122791868299499,16094.155014249522,15000,1440p
0.7512837978241338,0.9765551448056742,19419.8840945959,15000,1440p
1.314545719413827,1.4079070165320284,12325.074208622491,8000,1080p
0.8466815855021917,1.256541456420332,15953.815325895446,15000,1440p
0.9118462169585927,1.248448980609869,15532.336524085908,15000,1440p
1.3369605684639347,1.0954235935636885,13794.873574587493,8000,1080p
0.7799541130282975,1.1474813094261544,17408.848882351045,15000,1440p
1.4340097819381363,1.1205699774849964,13135.010514440606,8000,1080p
1.2512108660716725,1.1162114558139131,14173.403574768541,8000,1080p
1.0142407656235621,0.7753193443137558,18750.10054910941,15000,1440p
0.7064422614964989,0.8848770880999843,21085.91968576799,15000,1440p
1.3367411226602155,0.9815258063385477,14473.929460095362,8000,1080p
1.1299417811776364,0.8639609167699358,16828.520285638475,15000,1440p
0.8473744397187124,1.2508167918823112,15992.07521918596,15000,1440p
1.676183148464183,1.6085376761361239,10215.307111855689,8000,1080p
1.1428371009835538,0.8229732582947051,17069.007618984877,15000,1440p
1.6114312437328682,1.0950700587189326,12397.7150757708,8000,1080p
1.413680380332322,1.3570638225258267,12110.259750931566,8000,1080p
1.2775148419148221,0.9306021551713564,15195.9484231489,15000,1440p
1.2195433367893431,1.046785665868066,14805.631468624097,8000,1080p
2.1238709238537017,1.8956319759410092,8347.90590690051,8000,1080p
0.7681161584571022,1.1004878925337551,17956.95133070445,15000,1440p
1.925422320688368,2.1477937545960333,8237.82273756669,8000,1080p
0.7385274002773071,0.9996924539112869,19303.905613057967,15000,1440p
0.9833036842532421,1.1968597016302096,15390.787780982288,15000,1440p
1.2583442243093839,1.532415517641941,12023.404055749505,8000,1080p
0.8856978985087713,0.9007167185669691,18783.11545330205,15000,1440p
1.5215356268408526,1.4972910461291384,11115.05748257762,8000,1080p
