Time Step,Network Latency (ms),Compute Latency (ms),Network Congestion,Packet Loss Rate (%),CPU Utilization (%),GPU Utilization (%),Predicted Network Latency (ms),Predicted Compute Latency (ms)
0,52.483570765056164,85.84629257949585,0.8773730719279554,1.8829296175530503,88.10862742372709,49.28231573436283,76.96210952632435,126.48016629935381
1,51.79224925920024,81.63983935184227,0.7407686177542044,0.7722052756015485,58.7435289761852,62.44547277700482,68.67639873309183,122.32814270969645
2,55.0306919497037,78.21269418657457,0.697015740995268,1.9223811276478284,54.285604314093035,51.57342248048528,73.5522204581445,111.40154014143474
3,62.64584123174383,70.18992149435839,0.7024840839871093,1.8107012839121275,83.42995640947302,54.061120711305094,73.10318809930281,127.96387477378059
4,61.47507435812715,68.57706437769829,0.35949115121975517,0.39158226957859293,51.17979192597263,79.72872819715616,59.14773437228807,132.37287852071125
5,60.30438957338124,72.61757294584368,0.29359184426449336,0.1387226017503309,88.16112697203056,49.15405068628152,56.56544989404152,126.4038040350405
6,68.2004536509182,91.47943195794898,0.8093611554785136,0.2015560027548533,40.60772373449082,58.26942190378959,67.19500312334453,109.91939939027709
7,72.03762729668276,93.22521008626737,0.8101133946791808,0.036443651303099456,88.49394133538195,73.10091570076287,66.38448615009911,145.72770322830127
8,69.69025536700799,95.80071399349501,0.8670723185801037,0.1888859215118568,42.1579955975288,51.80985302766986,68.28587597916136,105.5268802209003
9,72.40305558493782,95.05625483583334,0.9132405525564713,1.3660135468327137,84.55715568490356,64.21476851253304,75.09487878529299,136.65039265247822
10,70.0859671208755,75.86854268284293,0.5113423988609378,0.14237729692045797,66.385055454315,77.43000398107098,60.93873446182104,138.13653091201428
11,67.75731835302422,75.60340392835076,0.5015162946871996,0.6379512605875226,89.64823980596502,82.2236343011703,63.2200821966816,153.60302734391877
12,68.96712971085438,76.20570602776101,0.7982951789667752,1.6897506219389093,43.68982823676994,38.08904145109709,74.41465668903005,95.31614727926264
13,59.400728487565395,100.83812715261388,0.6499639307777652,0.04654387147165173,67.69271422006604,80.96231938388219,63.23199797291356,141.61621261713876
14,50.77613932500023,98.91451750480266,0.7019668772577033,1.6289369651778716,88.46512678095495,57.0663961193746,72.18402237104343,132.88568028597717
15,47.964701678795365,101.92999092813878,0.795792669436101,0.5637095495467999,66.15489220850745,44.20344135644271,68.73440113645601,111.44019918940789
16,42.900546077123245,101.58287323108634,0.8900053418175663,0.23632965524331254,71.46993190676312,55.25246659310437,68.98175511256788,122.93693922786505
17,44.47178274009962,89.89609285489102,0.3379951568515358,1.3934743307283013,74.78743444923086,83.90179164070125,63.727274790672226,147.51515053717642
18,39.93166236249356,101.32432100004122,0.375582952639944,1.257885693559768,62.72705323838866,57.09399516960783,63.80108752059772,120.0387227548806
19,32.870143855817105,108.84365132690897,0.093981939840869,1.7549440270541057,71.37790400420317,48.081338565812956,60.65435893208791,117.15402285475196
20,40.198387700424874,116.75397079733943,0.578280140996174,1.4701420876077715,69.21571559615501,64.83704698741991,68.91631325796234,129.47749538801344
21,39.0695061979922,107.66009624939205,0.035942273796742086,1.6069618607696974,85.05790052454944,43.20800903280062,58.75365477978333,120.09535748851522
22,39.40714722143181,121.68803935875304,0.46559801813246016,0.564069145142613,42.272319017072896,34.17248304597651,62.13230608836227,91.47414594531766
23,32.28340629036453,107.66952873083024,0.5426446347075766,0.35487908755944564,54.04815947961151,37.08838470508571,62.62728813194877,99.69478750387432
24,29.56149266773862,113.53809966883294,0.2865412521282844,1.5012295032817167,87.52057420382793,37.04252114267749,63.23697255897427,116.39430401605597
25,30.11610561628795,135.44265592693273,0.5908332605690108,1.6136694785345282,84.51318919454582,38.35464814317619,69.88501260405285,115.94031311181386
26,24.361137729176434,125.53729267562584,0.03050024993904943,1.9810102840013468,62.782837639285646,37.63549449571756,60.51505641878772,104.49981441621686
27,26.239627820904794,119.87431537959812,0.03734818874921442,0.825235353822853,71.00662989007684,65.2481109641768,54.873140544098554,130.70180371637986
28,23.236434371310768,120.87082903047454,0.8226005606596583,0.7440361715855663,53.86905914905663,40.00340464195297,70.172192071121,101.93725328809069
29,21.777965622344382,115.83607248931254,0.3601906414112629,1.5528259214839937,49.40605798618807,49.01170058281248,64.96794243564523,106.91238945934403
30,18.769432561197398,100.32943817865122,0.12706051265188478,0.6816070805060357,63.18492024699911,79.32336254483064,55.94924565556788,138.05115015936408
31,28.030823483742086,101.01506792671148,0.5222432600548044,1.8615146512071294,57.667611401302636,56.067890214457975,69.75243845713173,116.68811787221769
32,27.963337360052417,90.39203078945044,0.7699935530986108,1.7168255036860238,69.1828055925436,66.71567561865649,73.98399858040234,130.963943291197
33,22.674782715272915,95.12795509580225,0.21582102749684318,0.8579880547500368,43.88673184824924,39.47759291608964,58.60636082368705,96.52544025699633
34,26.78750727578886,85.93371275346422,0.6228904758190003,1.5017421355829947,88.71974038330833,40.57589603447689,69.96652019429497,119.82058701923567
35,20.68328902593375,101.43305680363962,0.085347464993768,1.5090857481693647,89.31053722398013,32.24777389465634,59.252378040722185,113.45348772771514
36,21.727607000957526,93.60052388027725,0.0516817211686077,0.2062477376718652,74.90808570098726,39.29142846896905,52.06487311173148,111.88718562566888
37,11.929256381558645,90.37990871822049,0.531354631568148,1.8051058133591333,66.80481831720601,45.32246864675773,69.65262169815863,112.6603840760092
38,5.288326137066491,98.5150808919172,0.5406351216101065,1.0105047448957143,55.476380814316386,39.73557663522108,65.8652261566807,102.52665171533505
39,6.272632316412107,86.20643772757764,0.6374299014982066,1.6529149322154835,80.68975098534743,34.87863935663806,71.01317269104155,111.24778697798416
40,9.96496521638916,88.48103707361894,0.7260913337226615,0.6400992020612235,74.23655862769397,36.634972910533044,67.72232268475933,109.42625764227341
41,10.821806622339011,101.55246461644322,0.9758520794625346,1.7910464569924007,48.130846967244565,55.34283224179992,78.4722738742127,111.33968927706222
42,10.243565210397811,85.47763227083094,0.5163003483011953,0.7784033574683263,85.54635922469213,41.348354512318586,64.21802375336553,118.85186322220093
43,8.738046732451366,87.32397085615398,0.32295647294124596,0.02167530296059672,81.12686214615846,50.03484235764415,56.5675059736279,123.59130495919455
44,1.3454367806142287,89.92279879863821,0.7951861947687037,1.8107639528385275,87.4899956645962,57.68794989701713,74.95754365956671,132.8953577499118
45,-2.253784261359314,97.74102751641132,0.2708322512620742,0.18257335357226712,76.28597541941801,67.97171557461509,56.329511793102824,135.52036016940107
46,-4.556978116158248,85.3715204076305,0.4389714207056361,0.6386272751808297,70.6707597967895,32.16216769126044,61.97256479001687,104.0651140514031
47,0.728633014936328,72.16695427678773,0.07845638134226596,1.90012393410161,60.912151814530944,73.96757193999734,61.06974729735337,132.63013345926333
48,2.446724462778633,77.38636993295671,0.02535074341545751,1.9012142938751122,86.63642416770065,64.53452142199993,60.01308633768471,137.94582922145025
49,-6.368476314035036,80.35621666528857,0.9626484146779251,1.1468757762465722,83.30319447502042,34.49674675718796,74.98734717479135,112.24899464326057
50,-4.748056467061062,82.86114516874733,0.8359801205122058,1.2636744243395985,42.26093350530947,78.04682432587275,73.03797453194211,126.56792621335293
51,-6.673467869142641,86.3256272637171,0.695974206093698,0.8968910439566395,41.3183487248626,80.64798202924973,68.40393934165716,128.1775599858311
52,-10.058077870672435,79.52538004793219,0.4089529444142699,0.5864215433961291,58.82316834390248,33.359287792017504,61.11116660526604,99.09901440556524
53,-6.999696426468098,81.84791701954222,0.17329432007084578,0.6573290907398319,80.52766653909165,45.228270648096206,56.752531855116075,119.44644978802279
54,-1.8446988139883445,84.77864175252903,0.15643704267108605,1.3450369121540768,89.36380646574722,74.34107038861838,59.853925414192105,147.1547595437683
55,2.811701781592646,77.63512757226536,0.25024289816459533,1.50474905887536,47.52084455517641,71.15428297110121,62.528603257668706,123.68384865446917
56,-1.3843858345205433,96.29287268371291,0.5492266647061205,1.583158087451697,69.70653576760675,40.14865606460075,68.9003237313809,109.97219273548397
57,-2.9304477137766156,101.0312018928308,0.7145959227000623,1.5792362855891078,59.04454283155108,41.51421278351907,72.18809988194678,105.7336416425908
58,-1.2741305567587986,89.11816692080431,0.6601973767177313,0.18241220609738074,88.49571989073016,50.37596565352601,64.11600856484154,127.54863246818589
59,3.6035950788529973,95.68370300714261,0.27993389694594284,0.9888406094051629,82.10594615678544,56.648764185506174,60.54288098594467,129.37198442679764
60,1.2077238896265499,85.93688630486939,0.9548652806631941,0.11511752003328857,81.91643523555689,64.00401243416627,69.67289321343033,135.16142756511147
61,0.2794290063074669,93.80773234229392,0.7378969166957685,1.099057764647471,63.434657989748516,50.29025017633748,70.25322715715274,114.94952913594425
62,-5.252245863722678,105.39368813236796,0.5543540525114007,0.8830610027467541,60.74097511688326,55.43940938732314,65.50238606396178,117.72201506830014
63,-11.23327898412603,97.18686494885084,0.6117207462343522,1.7754083655165995,53.670353596535314,71.11090159735662,71.11145675227004,126.72389807615295
64,-7.170649872155039,106.82062624129406,0.4196000624277899,0.7018300251041574,42.81877483254635,32.017576158982884,61.90115137407659,90.02344834345948
65,-0.3894497293009209,110.94843551065904,0.24773098950115746,0.23413403285521173,83.23611881275266,43.88403193892114,56.12528995429921,119.72528495751324
66,-0.7495003372025906,119.16903711060394,0.3559726786512616,0.2859833641056717,80.64505045650388,69.23422722365038,58.54937039355359,138.70990700717226
67,4.268164152257526,138.13696693714343,0.7578461104643691,1.5230212634349445,89.98588366430653,79.23637607279596,72.77202852646211,151.38204269039005
68,6.0763442774957,135.6830857771147,0.014393488629755868,1.2364361266325221,89.83184185369527,58.14225931636164,56.470050405757725,134.42972837993693
69,2.8507455044700762,128.14572413353983,0.11607264050691624,0.2022453522455805,67.77158528013138,59.26624168959236,53.33267957136623,124.29878599173958
70,4.657723532012149,119.25057983728459,0.04600264202175275,0.16821361222999487,78.44937075902553,35.894460623687685,51.76112090158503,110.94025387846291
71,12.347906364341995,111.09247698763019,0.040728802318970136,1.40193826291824,87.23828649412141,54.60768017529001,57.8242673609706,130.3052873872927
72,12.168776168792235,110.32145989348916,0.8554605840110072,0.14552601272838706,82.48236953387058,59.293949655026275,67.83684174386208,131.6763444909563
73,19.991994447862265,113.73297964165559,0.7036578593800237,1.6437201185807124,52.36740508715988,43.33587769991013,72.29175778050404,103.85240470350804
74,6.893268927413544,116.49988763495578,0.4741738290873252,1.4124844543129924,62.52720676550467,44.80837770221595,66.54589885331146,110.11030554452509
75,11.002781449289664,124.77172012531602,0.09783416065100148,0.16269756128379953,46.45797075757475,50.75062897075425,52.770171019439026,106.82948855539077
76,11.438016790480518,124.9017390440951,0.49161587511683236,0.16967542817038384,87.70255136293612,31.103915877774952,60.680694643188566,111.73440838368802
77,9.942980038151177,139.43707981566826,0.4734717707805657,1.9732791570023511,70.308731722544,47.714354107074804,69.33583120062308,116.32584914693184
